Date,Source,Time,Titles,gists,link,labels
2020-09-07,Times_Now,10:51:37.578570,"['In a message supporting Tibet, Leh pays tribute to Tibetan NCO Nyima Tenzing who lost life along LAC']","['or the first time in recent years, India had deployed its secret Tibetan paramilitary force SFF along the LA.', 'n Ladakh, the SFF acted in concert with the Indian Army to occupy the three features on the ridgelin.']",https://www.timesnownews.com/india/article/in-a-message-supporting-tibet-leh-pays-tribute-to-tibetan-nco-nyima-tenzing-who-lost-life-along-lac/648690,"['Tibet', 'Leh', 'Tibetan NCO Nyima', 'LAC']"
2020-09-07,Times_Now,10:51:39.354018,['Andre Russell can even score a double hundred if he bats at number 3 in IPL 2020: KKR mentor David Hussey'],"['ndre Russell might be promoted to bat up the order for Kolkata Knight Riders in IPL 202.', 'KR mentor David Hussey believes Russell can score a double hundred batting at number 3 in IPL 202.', 'ndre Russell is one of the most destructive batsmen in the shortest format of the gam.']",https://www.timesnownews.com/sports/cricket/article/andre-russell-can-even-score-a-double-hundred-if-he-bats-at-number-3-in-ipl-2020-kkr-mentor-david-hussey/648696,"['Andre Russell', 'hundred', '3', 'IPL', '2020', 'KKR', 'David Hussey']"
2020-09-07,Times_Now,10:51:39.758095,['Break allowed Virat Kohli to become an even better athlete: RCB coach Basu Shanker'],['Break allowed Virat Kohli to become an even better athlete: RCB coach Basu Shanker'],https://www.timesnownews.com/sports/cricket/article/break-allowed-virat-kohli-to-become-an-even-better-athlete-rcb-coach-basu-shanker/648677,"['Virat Kohli', 'RCB', 'Basu Shanker']"
2020-09-07,Times_Now,10:51:40.301929,"['India sets global record with highest single-day spike of 90,802 COVID-19 cases, overtakes Brazil']","['India sets global record with highest single-day spike of 90,802 COVID-19 cases, overtakes Brazil']",https://www.timesnownews.com/india/article/india-sets-global-record-with-highest-single-day-spike-of-90802-covid-19-cases-overtakes-brazil/648713,"['India', '90,802', 'COVID-19', 'Brazil']"
2020-09-07,Times_Now,10:51:40.769069,"[""Cops called my name & I responded: Sushant Singh Rajput's friend Sandip Ssingh on troubled 'thumbs up' gesture""]","[""singh said that people raising doubts over his presence should be questioned why they did not reach Rajput's residence upon hearing about his deat."", ""singh said that the CBI questioned him about the sequence of events that led to the actor's deat.""]",https://www.timesnownews.com/india/article/cops-called-my-name-i-responded-sushant-singh-rajputs-friend-sandip-ssingh-on-troubled-thumbs-up-gesture/648674,"[""Sushant Singh Rajput's"", 'Sandip Ssingh']"
2020-09-07,Times_Now,10:51:41.195694,"[""Bihar Assembly elections 2020: LJP leaders to hold crucial meet today amid worsening ties with Nitish's JD-U""]","['n the meeting, the LJP will decide whether to fight against the JD-U in the upcoming Bihar Assembly poll.', 't should be noted that both LJP and JD-U are part of the BJP-led National Democratic Alliance (NDA.']",https://www.timesnownews.com/india/article/bihar-assembly-elections-2020-ljp-leaders-to-hold-crucial-meet-today-amid-worsening-ties-with-nitishs-jd-u/648662,"['Bihar Assembly', '2020', 'LJP', 'Nitish', 'JD-U']"
2020-09-07,Times_Now,10:51:41.525030,"[""'Thalaivan' MS Dhoni will take care of the team, says CSK CEO after Raina, Harbhajan pull out of IPL 2020""]","['hennai Super Kings started their pre-season camp in Dubai last week after serving an extended quarantine perio.', 'SK CEO Kasi Viswanathan released a video message for all CSK fans on Sunday.', ""asi Viswanathan assured that 'Thalaivan' MS Dhoni will take care of the team in UA.""]",https://www.timesnownews.com/sports/cricket/article/thalaivan-ms-dhoni-will-take-care-of-the-team-csk-ceo-on-harbhajan-singh-suresh-raina-exit-ipl/648658,"['Thalaivan', 'Dhoni', 'CSK', 'Raina', 'Harbhajan', 'IPL', '2020']"
2020-09-07,Times_Now,10:51:42.080022,"[""Third suicide at UP hospital: 'Under stress' after testing positive, constable ends life""]","['n Saturday, a UP constable allegedly ended his own life from jumping from the fifth floor of a hospital where he was admitted.', 'he constable had been under stress as he had tested positive for coronavirus.']",https://www.timesnownews.com/mirror-now/in-focus/article/third-suicide-at-up-hospital-under-stress-after-testing-positive-constable-ends-life/648654,['UP']
2020-09-07,Times_Now,10:51:42.528359,['Charred body of Thai woman working at massage parlour and spa found in Surat'],"['n Sunday, a Thai woman was found dead at her rented accommodation in Surat.', 'hile the woman had been charred to death, the other bed kept in her room was not damaged.']",https://www.timesnownews.com/mirror-now/in-focus/article/charred-body-of-thai-woman-working-at-massage-parlour-and-spa-found-in-surat/648697,"['Thai', 'Surat']"
2020-09-07,Times_Now,10:51:42.915855,"['Kitten found herself stuck inside a 5-gallon water jug, firefighters get her out [WATCH]']","['Kitten found herself stuck inside a 5-gallon water jug, firefighters get her out [WATCH]']",https://www.timesnownews.com/the-buzz/article/kitten-found-herself-stuck-inside-a-5-gallon-water-jug-firefighters-get-her-out-watch/648699,['Kitten']
2020-09-07,Times_Now,10:51:43.439702,"[""'Courage is contagious': Dog effortlessly climbs the fence to escape, viral video wows netizens""]","[""'Courage is contagious': Dog effortlessly climbs the fence to escape, viral video wows netizens""]",https://www.timesnownews.com/the-buzz/article/courage-is-contagious-dog-effortlessly-climbs-the-fence-to-escape-viral-video-wows-netizens/648680,[]
2020-09-07,Times_Now,10:51:43.727360,"['COVID-19 patients suffer long-term lung, heart damage but it can improve with time: Study']","['COVID-19 patients suffer long-term lung, heart damage but it can improve with time: Study']",https://www.timesnownews.com/health/article/covid-19-patients-suffer-long-term-lung-heart-damage-but-it-can-improve-with-time-study/648728,[]
2020-09-07,Times_Now,10:51:44.129850,"[""Study reveals post-COVID syndrome severely damages children's hearts""]","[""Study reveals post-COVID syndrome severely damages children's hearts""]",https://www.timesnownews.com/health/article/study-reveals-post-covid-syndrome-severely-damages-childrens-hearts/648727,[]
2020-09-07,Times_Now,10:51:44.571766,"[""90% of China's Sinovac employees, families took coronavirus vaccine, CEO says""]","[""90% of China's Sinovac employees, families took coronavirus vaccine, CEO says""]",https://www.timesnownews.com/health/article/90-of-chinas-sinovac-employees-families-took-coronavirus-vaccine-ceo-says/648725,"['China', 'Sinovac']"
2020-09-07,Times_Now,10:51:45.082355,"['Deal of the day: Samsung Galaxy S10 available with a hefty discount of Rs 10,000']","['amsung Galaxy S10 is up for grabs at a hefty discount on Amazon for a limited perio.', 't is being sold at a reduced price of Rs 47,999, down from Rs 57,80.']",https://www.timesnownews.com/technology-science/article/deal-of-the-day-samsung-galaxy-s10-available-with-a-hefty-discount-of-rs-10000-details/648721,"['Samsung Galaxy S10', '10,000']"
2020-09-07,Times_Now,10:51:45.479508,"[""Upcoming bikes in India: Royal Enfield Meteor 350's engine specs leaked""]","['t will replace the Royal Enfield Thunderbird 350.', 'E Meteor 350 will be offered across three variant.', 'he new bike will make use of a 350 cc engin.']",https://www.timesnownews.com/auto/bike-news/article/upcoming-bikes-in-india-royal-enfield-meteor-350s-engine-specs-leaked/648720,"['India', 'Royal Enfield']"
2020-09-07,Republic TV,10:51:46.262424,"[""Sushant's 'friend' Sandip Ssingh Breaks Silence Post CBI Grilling; Gives June 14 Version""]","[""Sushant Singh Rajput 's self-proclaimed 'close friend ' Sandip Ssingh , whose active role in orchestrating the events immediately after the late actor 's death had raised suspicions on Monday , defended his claim on why he did not meet Sushant for the past one year ."", 'Sandip , who emerged after a significant period of time to speak quite copiously to the media , said Sushant was busy with Chhichhore and other projects whereas he was busy with Modi biopic and its promotion .', ""`` What 's the logic that I was not in contact with him ? ''""]",https://www.republicworld.com/entertainment-news/bollywood-news/sushants-friend-sandip-ssingh-breaks-silence-post-cbi-grilling-giv.html,"['Sushant', 'Sandip Ssingh Breaks Silence Post CBI Grilling']"
2020-09-07,Republic TV,10:51:46.707664,"[""Sonia Gandhi 'rise Above Affinity For Family' Say Ousted UP Congress Netas In Dire Warning""]","[""In the letter dated September 2 and addressed to Sonia Gandhi , the nine Congress leaders , including former MP Santosh Singh and former minister Satyadev Tripathi , said 'Jawaharlal Nehru , Indira Gandhi and Rajiv Gandhi built the Congress and the country with democratic values . '"", ""`` But it 's ironical that for some time , the way in which the party is being run , there is confusion ( `` asmanjas '' ) and depression ( `` avsaad '' ) among the ordinary Congress worker , '' they added ."", ""`` At a time , when the country 's democratic values and social fabric is lying scattered , the need of the country is that Congress remain alive , dynamic and strong .""]",https://www.republicworld.com/india-news/politics/sonia-gandhi-rise-above-affinity-for-family-say-ousted-up-congress-n.html,"[""Sonia Gandhi '""]"
2020-09-07,Republic TV,10:51:47.058037,"[""Chinese Stooge Shares Deepfake Video Of Trump And Pompeo Singing 'I Love China'""]","[""Taking to Twitter , Hu Xijin shared a video made by 'Chinese netizens ' where they have 'lip-synced ' Trump and Pompeo to a Chinese patriotic song `` I Love You , China '' ."", ""`` The mouth actions are so perfect , even the expression is so fit , '' the Chinese stooge said ."", 'Chinese netizens joked about Trump and Pompeo .']",https://www.republicworld.com/world-news/china/chinese-stooge-shares-deepfake-video-of-trump-and-pompeo-singing-i.html,['Chinese']
2020-09-07,Republic TV,10:51:47.444954,"[""Shiv Sena Stoops To New Low Against Kangana; Follows Raut's Vulgar Cuss With\xa0Saamana Abuse""]","['In the latest development in the war of words between Shiv Sena MP Sanjay Raut and Bollywood actor Kangana Ranaut , the ruling party has stooped to a new low .', ""Shiv Sena in its mouthpiece Saamana once again targeted Kangana Ranaut and called her an `` outsider '' and `` mental woman '' ."", ""While trying to rake the insider versus outsider discrimination , the article read , “ Mumbai is like now Pakistan Occupied Kashmir ( referring to Kangana 's remark ) , which is an insult of all the Marathi people and 106 Martyred soldiers who sacrificed for Mumbai .""]",https://www.republicworld.com/india-news/politics/shiv-sena-stoops-to-new-low-against-kangana-follows-rauts-vulgar-cus.html,"[""Follows Raut's"", 'Vulgar Cuss']"
2020-09-07,Republic TV,10:51:48.374211,"[""Coronavirus LIVE Updates: India's Case Tally Crosses 42 Lakh Mark; Metro Services Resumed""]","['Here are the state-wise details of the confirmed cases as of Monday , 8 AM : # CoronaVirusUpdates : State-wise details of Total Confirmed # COVID19 cases ( till 07 September , 2020 , 8 AM ) ➡️States with 1-15000 confirmed cases ➡️States with 15001-100000 confirmed cases ➡️States with 100000+ confirmed cases ➡️Total no .', ""📢 # CoronaVirusUpdates : ✅India 's # COVID19 recovery rate improves to 77.31 % as on September 07 , 2020 📍Steady improvement in India 's COVID-19 recovery rate since # lockdown initiation on March 25 , 2020 # IndiaFightsCorona @ ICMRDELHI Via @ MoHFW_INDIA pic.twitter.com/kC7iNkKFES In a bid to curb the spread of COVID-19 infection , West Bengal is observing a complete lockdown ."", 'of confirmed cases so far pic.twitter.com/ptDL6GFfzv The recovery rate in India has improved to 77.31 % as of Monday .']",https://www.republicworld.com/india-news/general-news/coronavirus-in-india-live-updates-covid-19-latest-news-lockdown.html,"['India', 'Lakh Mark', 'Metro Services Resumed']"
2020-09-07,Republic TV,10:51:49.028490,"['Sushant Death Probe LIVE Updates: Rhea Reaches NCB Office, Sandip Ssingh Breaks Silence']","['Alleged drug peddler Anuj Keshwani who was under examination for questioning on Sunday , is officially arrested by NCB , sources said .', '“ During interrogation , Ebrahim confessed that he used to buy drugs from Keshwani , ” said KPS Malhotra , deputy director of NCB .', 'In the search at Keshwani ’ s residence , officials seized 590gm of hashish , 0.64gm of LSD sheets , 304gm of marijuana , including imported marijuana joints and capsules , and ₹1,85,200 and 5000 Indonesian rupiahs .']",https://www.republicworld.com/entertainment-news/bollywood-news/sushant-singh-rajput-death-probe-live-updates-rhea-summoned-again-cbi.html,"['Sushant Death Probe LIVE Updates: Rhea Reaches NCB Office', 'Sandip Ssingh Breaks Silence']"
2020-09-07,Republic TV,10:51:49.622270,"[""Novak Djokovic 'sad & Empty' After Striking Line Judge In Rage; Getting US Open Boot""]","['`` I ‘ m extremely sorry to have caused her such stress .', ""Read : Pablo Carreno Busta Expresses His Shock At Novak Djokovic 's US Open Exit `` This whole situation has left me really sad and empty ."", 'Wow .']",https://www.republicworld.com/sports-news/tennis-news/novak-djokovic-sad-and-empty-after-smashing-line-judge-with-ball-gett.html,"[""Novak Djokovic '""]"
2020-09-07,Republic TV,10:51:50.045377,"[""In Sushant Case, Sandip Ssingh Disputes Rhea Chakraborty's Drugs Claim; Denies Knowing Her""]","['Making his first appearance after a significant period of laying low on Monday , Sushant Singh Rajput ’ s self-proclaimed friend Sandip Ssingh said that he has never met prime accused Rhea Chakraborty , nor does he have her contact number .', ""Further commenting on the drug angle that has emerged in the case , Sandip Ssingh said that Sushant never consumed drugs , in contrast to Rhea Chakraborty 's claims that he was taking them for a variety of purposes , and that she was merely arranging for him , which Sushant 's family termed as slander ."", ""`` Rhea is giving her version of the details in the interview , we should let the authorities decide , '' he added .""]",https://www.republicworld.com/entertainment-news/bollywood-news/sushant-case-sandip-ssingh-denies-meeting-rhea-chakraborty.html,"[""Sandip Ssingh Disputes Rhea Chakraborty's""]"
2020-09-07,Republic TV,10:51:51.162401,"['Sanjay Raut Called Ahmedabad Mini Pakistan, Must Apologise:BJP']","[""The BJP on Sunday accused Shiv Sena leader Sanjay Raut of `` defaming '' Gujarat by calling Ahmedabad a `` mini Pakistan '' and demanded that he apologise to the people of Gujarat and Ahmedabad ."", 'the Sena MP had asked .', ""`` If that girl apologises to Mumbai and Maharashtra for calling Mumbai a 'mini Pakistan ' , then I will think about it .""]",https://www.republicworld.com/india-news/politics/sanjay-raut-called-ahmedabad-mini-pakistan-must-apologisebjp.html,"['Sanjay Raut', 'Pakistan']"
2020-09-07,Republic TV,10:51:53.362120,['Rajasthan Govt Mulls Free COVID Treatment In Pvt Hospitals If Govt Facilities Occupied'],"['`` We have arranged that if the beds are fully occupied in government hospitals then in case of need , the treatment of COVID patients in private hospitals can be provided free of cost .', 'The state recorded eight fatalities and 726 new COVID-19 cases on Sunday , according to an official report here .', 'Rajasthan has 3,018 oxygen beds , of which 872 are in use , while 406 out of 913 beds are occupied in ICU , the meeting was informed .']",https://www.republicworld.com/india-news/politics/raj-govt-mulls-free-covid-treatment-in-pvt-hospitals.html,['Rajasthan Govt Mulls']
2020-09-07,Republic TV,10:51:56.667702,"[""Sandalwood Drug Racket: BJP 'disowns' Arrested Actor Ragini Dwivedi, Says 'not A Member'""]","[""Amid the ongoing 'Sandalwood ' drug bust , BJP Karnataka on Sunday , distanced itself from Kannada actress Ragini Dwivedi who has been arrested in connection to the case ."", ""The saffron party 's state unit issued a statement saying that Dwivedi had 'voluntarily ' campaigned for the party in the 2019 by-polls ."", ""'Disowning ' Dwivedi , BJP asserted that the actress was neither a BJP member nor had been assigned any electioneering activities .""]",https://www.republicworld.com/india-news/politics/sandalwood-drug-racket-bjp-disowns-arrested-actor-ragini-dwivedi.html,['BJP']
2020-09-07,Republic TV,10:51:57.560230,['International Flight Ops From Kushinagar Airport In Next 2 Months: Yogi'],"['International flight operations from the Kushinagar airport will commence in the next months , Uttar Pradesh Chief Minister Yogi Adityanath said on Sunday , according to a state government statement .', ""The Union Cabinet had on June 24 approved the Kushinagar airport 's status as an international facility , stating it will offer improved connectivity to the important Buddhist pilgrimage site ."", 'Adityanath Sunday met Civil Aviation Minister Hardeep Singh Puri at Kushinagar and discussed the progress in the project .']",https://www.republicworld.com/india-news/politics/international-flight-ops-from-kushinagar-airport-in-next-2-months-yogi.html,['Kushinagar Airport']
2020-09-07,Republic TV,10:51:58.073783,['UP Govt Indifferent To People’s Plight: Ex-CM'],"['Accusing the Yogi Adityanath government of ignoring the youths ’ problems , Samajwadi Party chief Akhilesh Yadav on Sunday demanded a “ youth charter ” envisaging the solution to their problems in a time-bound manner .', '`` The anger among youths against the BJP government in Uttar Pradesh is increasing .', 'Despite opposition from several quarters , examinations are being conducted during the pandemic .']",https://www.republicworld.com/india-news/politics/up-govt-indifferent-to-peoples-plight-ex-cm.html,[]
2020-09-07,Republic TV,10:51:58.370205,"['Jharkhand Couple Who Drove 1,200km To Write Exam Get Air Tickets For Return Journey']","['The 27-year-old Jharkhand man , who drove over 1,200 km on a scooter with his pregnant wife sitting pillion so that she could appear in an exam for aspiring teachers , got air tickets for their return journey from here .', 'The tribal couple , Dhananjay Kumar ( 27 ) and his wife Soni Hembram ( 22 ) , travelled on the two-wheeler from Ganta Tola village in Godda district of Jharkhand to reach Gwalior , a centre for DEd ( Diploma in Education ) exam , required to be cleared by those wanting to take up teaching jobs .', 'The wish to see his wife become a schoolteacher inspired Kumar , who himself studied till class 8 , to undertake the arduous journey , covering more than 1,200 km across four states , braving rains and bad roads in the midst of COVID-19-enforced lockdown .']",https://www.republicworld.com/india-news/politics/jharkhand-couple-who-drove-1200km-to-write-exam-get-air-tickets-for-return-journey.html,"['Jharkhand Couple', '1,200km', 'Write Exam', 'Return Journey']"
2020-09-07,Republic TV,10:51:58.802853,"['Body Of Policeman Recovered, Days After Vehicle Falls Into Chenab']","[""The body of a policeman , who was among eight people who went missing after their vehicle fell into the Chenab river a week ago , was recovered on Sunday from Jammu and Kashmir 's Reasi district , police said ."", 'The others are yet to be traced , a police official said .', 'On August 31 , a private passenger vehicle fell into the Chenab from the Jammu-Srinagar National Highway near Mehar in Ramban district , which borders Resai .']",https://www.republicworld.com/india-news/politics/body-of-policeman-recovered-days-after-vehicle-falls-into-chenab.html,['Vehicle Falls']
2020-09-07,IndiaToday,10:52:01.978088,"[' Coronavirus LIVE: With 42 lakh cases, India now has second highest cases in world after US']","[' Coronavirus LIVE: With 42 lakh cases, India now has second highest cases in world after US']",https://www.indiatoday.in/india/story/coronavirus-vaccine-news-updates-covid19-cases-death-toll-india-unlock-4-delhi-metro-1719275-2020-09-07,"['42', 'India', 'US']"
2020-09-07,IndiaToday,10:52:04.611516,"['    Coronavirus LIVE: With 42 lakh cases, India now has second highest cases in world after US']","['    Coronavirus LIVE: With 42 lakh cases, India now has second highest cases in world after US']",https://www.indiatoday.in/india/story/coronavirus-vaccine-news-updates-covid19-cases-death-toll-india-unlock-4-delhi-metro-1719275-2020-09-07,"['42', 'India', 'US']"
2020-09-07,IndiaToday,10:52:07.152353,['    Sushant Singh Rajput case live updates: Rhea likely to be arrested today'],['    Sushant Singh Rajput case live updates: Rhea likely to be arrested today'],https://www.indiatoday.in/movies/story/sushant-singh-rajput-death-case-live-updates-rhea-chakraborty-summoned-by-ncb-again-1719291-2020-09-07,['Sushant Singh Rajput']
2020-09-07,IndiaToday,10:52:09.341105,"[""    Novak Djokovic 'extremely sorry' after US Open 2020 disqualification""]","['`` This whole situation has left me really sad and empty .', 'World number one Novak Djokovic issued an apology for his behaviour on Sunday after getting disqualified from the US Open 2020 for hitting a line judge with the tennis ball during his Round 4 match .', 'So unintended .']",https://www.indiatoday.in/sports/tennis/story/novak-djokovic-apologises-for-hitting-line-judge-us-open-2020-1719289-2020-09-07,"['Novak Djokovic', 'US']"
2020-09-07,IndiaToday,10:52:17.635197,[' Raghuram Rajan cautions govt after India records historic GDP fall'],"['Noted economist and former Reserve Bank of India governor Raghuram Rajan has expressed serious concern over India ’ s historic GDP fall in the first quarter of 2020-21 .', 'The 57-year-old economist opined in an article that India ’ s GDP fall is far worse in comparison to other economies that have been severely affected by the coronavirus pandemic .', 'Rajan said the -23.9 per cent GDP recorded in the first quarter of the year is alarming for the country and added that economic growth may further worsen after revised GDP data accounts for losses in the informal sector .']",https://www.indiatoday.in/business/story/no-gain-for-india-in-holding-back-stimulus-measures-for-future-raghuram-rajan-1719309-2020-09-07,"['Raghuram Rajan', 'India']"
2020-09-07,IndiaToday,10:52:17.972351,"['\ndocument.addEventListener(""DOMContentLoaded"", function(event) {\njQuery(""li"").removeClass(""itg-top-story-ad"");\njQuery(""#block-itg-widget-top-stories-ordering li"").removeClass(""desktop-hide"");\n});\n\nPUBG banned in India: Pay your tributes to the game']","['\ndocument.addEventListener(""DOMContentLoaded"", function(event) {\njQuery(""li"").removeClass(""itg-top-story-ad"");\njQuery(""#block-itg-widget-top-stories-ordering li"").removeClass(""desktop-hide"");\n});\n\nPUBG banned in India: Pay your tributes to the game']",https://www.indiatoday.in/tribute-to-pubg-mobile,['India']
2020-09-07,IndiaToday,10:52:18.421443,"[' Thermal guns, sanitisers, touch-free checks: Metro services resume across country']","['Metro train services resumed in a graded manner across the country today , except in Maharashtra , after being closed for over five months due to the novel coronavirus pandemic .', 'In accordance with the Centre ’ s guidelines , the Metro train services resumed in Bengaluru , Chennai , Delhi , Noida , Lucknow and Noida on Monday with safety measures in place to check the spread of Covid-19 .', 'The Home Ministry had recently issued guidelines allowing Metro services in the country to resume operations in a graded manner -- over five months after services were suspended as the lockdown was imposed in India .']",https://www.indiatoday.in/india/story/metro-train-services-resume-strict-social-distancing-norms-delhi-chennai-bengaluru-updates-1719299-2020-09-07,['Metro']
2020-09-07,IndiaToday,10:52:18.707651,"["" Novak Djokovic's on-court outbursts not new at Grand Slam tournaments""]","['Serbian tennis ace Novak Djokovic venting out his frustration on tour during matches is not new .', 'The world number one has a long history of smashing racquets on court particularly during Grand Slam tournaments .', ""On Sunday , Djokovic 's temper resulted in his disqualification from US Open 2020 after he accidentally hit a line judge with a tennis ball in frustration during his round 4 match at Flushing Meadows .""]",https://www.indiatoday.in/sports/tennis/story/novak-djokovic-history-of-on-court-outbursts-us-open-2020-disqualification-1719300-2020-09-07,['Grand Slam']
2020-09-07,IndiaToday,10:52:19.962842,[' Earthquake of 3.5 magnitude hits Mumbai'],"['There was no report of loss of life or injuries due to the earthquake that hit Mumbai city on Monday morning .', ""`` Earthquake of Magnitude:3.5 , Occurred on 07-09-2020 , 08:07:19 IST , Lat : 19.99 & Long : 72.80 , Depth : 5 Km , Location : 102km N of Mumbai , Maharashtra , '' the NCS said ."", 'The tremors were recorded from Friday night till the early hours of Saturday , an official said .']",https://www.indiatoday.in/india/story/earthquake-in-mumbai-monday-september-7-1719296-2020-09-07,"['3.5', 'Mumbai']"
2020-09-07,IndiaToday,10:52:20.523709,"[' Chandrayaan-3 to be launched in 2021 sans orbiter, images suggest Moon rusting along poles']","[""Union Minister Jitendra Singh made the announcement on Sunday while adding that India 's mission to Moon will include a rover and a lander but not an orbiter like its predecessor ."", 'Chandrayaan-3 is likely to be launched in early 2021 instead of the second half of 2020 as suggested by the government .', 'Following the hard landing of Chandrayaan-2 in September of last year , the Indian Space Research Organisation ( ISRO ) had mentioned its plans of launching another mission to the moon by the end of 2020 .']",https://www.indiatoday.in/science/story/chandrayaan-3-to-be-launched-in-2021-sans-orbiter-images-suggest-moon-rusting-along-poles-1719277-2020-09-07,"['2021', 'Moon']"
