Date,Source,Time,Titles,gists,link,labels
2020-09-06,Times_Now,19:17:00.564049,"[""Planning to travel? Here's a complete list of all special trains, timings, reservation details""]","[""Planning to travel? Here's a complete list of all special trains, timings, reservation details""]",https://www.timesnownews.com/business-economy/industry/article/planning-to-travel-heres-a-complete-list-of-310-special-trains-timings-other-details/648530,[]
2020-09-06,Times_Now,19:17:00.914126,"['After 5 months, Delhi Metro set to welcome commuters with abundant caution, COVID-19 protocols in place']","['After 5 months, Delhi Metro set to welcome commuters with abundant caution, COVID-19 protocols in place']",https://www.timesnownews.com/india/article/after-5-months-delhi-metro-set-to-welcome-commuters-with-abundant-caution-covid-19-protocols-in-place/648456,['Delhi Metro']
2020-09-06,Times_Now,19:17:01.373903,['West Bengal: Jobless techie stages own kidnapping to extort Rs 2 lakh from father'],"['he techie had lost his job during the pandemic-induced lockdow.', 'e left the house on the pretext of visiting a bank on Wednesda.', 'e tried to extort money from his father in order to sustain his lifestyle, police sai.']",https://www.timesnownews.com/mirror-now/crime/article/west-bengal-jobless-techie-stages-own-kidnapping-to-extort-rs-2-lakh-from-father/648520,"['West Bengal', 'Jobless', 'Rs 2']"
2020-09-06,Times_Now,19:17:01.674625,['No comeback for Suresh Raina? BCCI official hints he might not be allowed to play IPL 2020 now'],"['uresh Raina pulled out of IPL 2020 after 13 personnel tested positive for COVID-1.', 'e flew back to India soon after the announcemen.', 'aina had hinted at making a return but he might not be allowed to do s.']",https://www.timesnownews.com/sports/cricket/article/no-comeback-for-suresh-raina-bcci-official-hints-he-might-not-be-allowed-to-play-ipl-2020-now/648388,"['Suresh Raina', 'BCCI', 'IPL', '2020']"
2020-09-06,Times_Now,19:17:02.021218,['From Deepika Padukone to Priyanka Chopra: Worst makeup disasters of B-town celebs'],['From Deepika Padukone to Priyanka Chopra: Worst makeup disasters of B-town celebs'],https://www.timesnownews.com/entertainment-news/article/from-deepika-padukone-to-priyanka-chopra-worst-makeup-disasters-of-b-town-celebs/648263,"['Deepika Padukone', 'Priyanka Chopra']"
2020-09-06,Times_Now,19:17:02.402381,"[""'CSK are considering 3-4 off-spinners but...' - Irfan Pathan reacts after Harbhajan Singh's IPL 2020 exit""]","[""rfan Pathan reacted on Harbhajan Singh's exit from IPL 202."", 'arlier, Suresh Raina had pulled out of IPL 1.', 'S Dhoni-led CSK play the tournament-opener versus defending champions Mumbai Indians (MI.']",https://www.timesnownews.com/sports/cricket/article/csk-are-considering-3-4-off-spinners-but-irfan-pathan-reacts-after-harbhajan-singhs-ipl-2020-exit/648549,"['3-4', ""Harbhajan Singh's"", 'IPL', '2020']"
2020-09-06,Times_Now,19:17:02.714108,['Ahmedabad Metro starts sanitisation ahead of resumption of services'],['Ahmedabad Metro starts sanitisation ahead of resumption of services'],https://www.timesnownews.com/ahmedabad/article/ahmedabad-metro-starts-sanitisation-ahead-of-resumption-of-services/648480,['Ahmedabad Metro']
2020-09-06,Republic TV,19:17:03.964642,"[""Bihar Polls: Nitish Kumar Kicks Off Campaign With 'Nischay Samwaad' Rally On September 7""]","[""Sounding the poll bugle , Bihar Chief Minister Nitish Kumar announced on Sunday , that he will be addressing his first virtual election campaign with a 'Nischay Samwaad ' on Monday at 11:30 AM ."", ""While Kumar faces strong anti-incumbency , RJD - Bihar 's main opposition has lost the lustre it once had due to the absence of it 's chief Lalu Prasad Yadav - with his son Tejashwi , most likely to be named as CM hopeful ."", 'The rally which was scheduled on Sunday was postponed due to statewide- mourning on the demise of ex-President Pranab Mukherjee .']",https://www.republicworld.com/india-news/elections/bihar-polls-nitish-kumar-kicks-off-campaign-with-nischay-samwaad.html,"['Bihar Polls', 'Nitish']"
2020-09-06,Republic TV,19:17:04.224217,"[""Kangana Vs Raut Faceoff: 'Queen' Actor Hits Back  Says  'You Are Not Maharashtra'""]","['Kangana also said , `` Sanjay Raut ji , you abused me .', 'Do you know the number of rapes in this country and how women are treated ?', 'And do you know who is responsible ?']",https://www.republicworld.com/entertainment-news/bollywood-news/kangana-vs-raut-faceoff-hits-back-says-you-are-not-maharashtra.html,['Kangana Vs Raut Faceoff']
2020-09-06,Republic TV,19:17:04.436385,"[""Dawood 'aide' Threatens To 'blow Up' Thackeray Residence Matoshree; Security Beefed Up""]","[""In a shocking development , sources reported that a man claiming to be gangster Dawood Ibrahim 's aide had allegedly threatened to blow up the Thackeray residence - Matoshree on Sunday ."", 'Sources report that two such threatening calls were made from Dubai on Thackeray ’ s landline number , as confirmed by the Mumbai police .', ""Pakistan court sends three aides of 26/11 mastermind Hafiz Saeed to 5-year jail term Reacting to the 'threat ' to the Shiv Sena Supremo , Mumbai Mayor & Shiv Sena leader Kishori Pednekar said , `` I condemn this and as a Shiv Sainik , 'Matoshree ' has been the gift of Balasaheb and Maa .""]",https://www.republicworld.com/india-news/law-and-order/dawood-aide-threatens-to-blow-up-thackeray-residence-matoshree.html,"['Threatens', 'Thackeray Residence Matoshree']"
2020-09-06,Republic TV,19:17:04.647091,"[""Rhea Chakraborty Admits To 'procuring Drugs' To NCB; Summoned Again On September 7""]","[""In a massive revelation , Rhea Chakraborty admitted to the Narcotics Control Bureau that she 'procured drugs ' ."", ""Rhea further accepted that she was getting drugs via her brother Showik but for whom , she did n't mention any name , sources informed ."", 'Sources further suggest that after being confronted with the March 17 WhatsApp chats , Rhea accepted that she and her brother Showik were working together .']",https://www.republicworld.com/india-news/law-and-order/sushant-case-rhea-chakraborty-admits-procuring-drugs-to-ncb-summoned.html,"['Rhea Chakraborty Admits', 'Drugs', 'NCB', 'Summoned Again']"
2020-09-06,Republic TV,19:17:05.345877,"[""Coronavirus LIVE Updates: India's Tally Crosses 41 Lakh; Recovery Rate At 77.32%""]","['Assam : Local idol-making businesses in Guwahati , suffer due to # COVID19 .', 'pic.twitter.com/vFF8KFMreS Punjab : Hotel businesses suffer in # Amritsar due to # COVID19 lockdown .', '`` We are getting fewer orders this year .']",https://www.republicworld.com/india-news/general-news/coronavirus-in-india-live-updates-covid-19-latest-news-lockdown.html,['India']
2020-09-06,Republic TV,19:17:05.870762,"[""Sushant Death Probe LIVE Updates: Rhea Summoned By NCB Again  Admits To 'drug Angle'""]","['Rhea Chakraborty has left the NCB office after bein interrogated on Day 1 .', 'She has been summoned by the NCB on Monday as well .', '# LIVE | Rhea Chakraborty leaves NCB office after over 5 hours of interrogation .']",https://www.republicworld.com/entertainment-news/bollywood-news/sushant-singh-rajput-death-probe-live-updates-rhea-summoned-again-cbi.html,"['Sushant Death Probe LIVE Updates: Rhea Summoned', 'NCB', 'Angle']"
2020-09-06,Republic TV,19:17:06.103458,['IPL 2020 Schedule Announced: CSK To Face Defending Champs MI In Opening Clash At Abu Dhabi'],"['With just two weeks to go for the IPL 2020 , the schedule for the 13th edition of the tournament has been announced .', 'The afternoon matches are set to begin at 3:30 PM IST while the evening games will commence at 7:30 PM IST .', 'Compared to the regular 8 pm IST start , the games will start half an hour earlier in the upcoming edition .']",https://www.republicworld.com/sports-news/cricket-news/ipl-2020-schedule-announced-csk-to-face-defending-champs-mi-in-openin.html,"['IPL', 'CSK', 'Abu Dhabi']"
2020-09-06,Republic TV,19:17:06.324803,['Rhea Chakraborty Arrives At NCB For Questioning Amid Heavy Mumbai Police Deployment’],"[""On Sunday , Rhea Chakraborty who has been accused in the Sushant Singh Rajput death case reached the Narcotics Control Bureau ( NCB ) office in Mumbai 's Ballard Pier amid massive Police presence ."", 'This comes after NCB issued summons to her earlier in the day and gave her no option but to join the probe .', ""Rhea Chakraborty chose to join NCB 's investigation but sought Mumbai Police 's protection , and amid heavy Police presence and two Mumbai Police vehicle escorting her from her Juhu residence , she reached NCB office at noon .""]",https://www.republicworld.com/entertainment-news/bollywood-news/rhea-chakraborty-reaches-ncb-office-amid-heavy-mumbai-police-presence.html,[]
2020-09-06,Republic TV,19:17:06.672748,"[""Amit Shah Mourns Death Of Swami Kesavananda Bharathi  Says 'irreplaceable Loss For Nation'""]","[""Taking to Twitter , Amit Shah said that Kesavananda Bharathi 'will always be remembered as an icon of Indian culture for his rich contribution to safeguard our tradition and ethos ' and further extended his deepest condolences to his followers ."", ""READ : Kesavananda Bharati was deeply attached to India 's rich culture , great Constitution : PM Modi Police had said the 79-year old Kerala-based seer Kesavananda Bharathi Sripadagalvaru died at the Edaneer Mutt here due to age-related ailments ."", 'We will always remember Pujya Kesavananda Bharati Ji for his contributions towards community service and empowering the downtrodden .']",https://www.republicworld.com/india-news/politics/amit-shah-mourns-the-demise-of-swami-kesavananda-bharati.html,"[""Loss For Nation'""]"
2020-09-06,Republic TV,19:17:07.382691,['Bihar Polls: LJP Meet On Sept 7 To Decide Whether To Contest Against JD(U)'],"['The Lok Janshakti Party is holding a crucial meeting of its Bihar leaders on Monday to decide whether to fight against the JD ( U ) in the upcoming state assembly polls amid worsening ties between the two members of the ruling NDA .', 'The LJP and Chief Minister Nitish Kumar-headed JD ( U ) have been sniping at each other for months .', ""Kumar 's decision to join hands with former chief minister Jitan Ram Manjhi , a Dalit leader like the Paswans with a history of targeting the LJP , has further soured their ties .""]",https://www.republicworld.com/india-news/politics/ljp-meet-on-monday-to-decide-whether-to-contest-against-jdu-in-bihar-polls.html,"['Bihar Polls', 'LJP Meet On Sept 7']"
2020-09-06,Republic TV,19:17:07.573763,['Bengal BJP Chief Says TMC Workers To Be Beaten Up With Shoes  Ruling Party Leader Hits Back'],"[""Political diatribe in West Bengal hit a new low on Sunday , with the BJP 's state unit president Dilip Ghosh asserting that workers of the ruling party will be beaten up with shoes , and TMC MP Kalyan Bandopadhyay challenging him to put his words into action ."", ""Ghosh also alleged that a section of the state 's police force was intimidating his party workers , and those involved would not be allowed to go scot free ."", '`` The TMC will be vanquished in the 2021 Assembly elections .']",https://www.republicworld.com/india-news/politics/bengal-bjp-chief-says-tmc-workers-to-be-beaten-up-with-shoes-ruling-party-leader-hits-back.html,"['TMC Workers', 'Hits Back']"
2020-09-06,Republic TV,19:17:07.807048,"[""BJP MP Hails Rajnath Singh's Message To Chinese Counterpart  Says 'This Is New India'""]","['Hailing the meeting of Defence Minister Rajnath Singh with his Chinese counterpart , BJP MP Harnath Singh Yadav on Sunday opined that this is the India of 2020 .', 'Stressing that this was not the India of 1962 when Pandit Jawaharlal Nehru was the Prime Minister , he predicted that India will respond with more aggression to any Chinese misadventure .', 'He highlighted the fact that the Defence Minister had sent a clear message that India will not allow even one inch of land to be grabbed .']",https://www.republicworld.com/india-news/politics/this-is-new-india-bjp-mp-hails-rajnath-singhs-clear-message-to-chi.html,"['BJP', ""Hails Rajnath Singh's"", 'Chinese']"
2020-09-06,Republic TV,19:17:07.985568,['Congress Rajya Sabha MP Deepender Singh Hooda Tests Positive For COVID-19'],"['On Sunday , Congress Rajya Sabha MP Deepender Singh Hooda tested positive for the novel coronavirus .', 'He revealed that other tests were being conducted on the advice of doctors .', 'Hooda appealed to people who had come in contact with him in the last few days to isolate and get themselves tested for COVID-19 .']",https://www.republicworld.com/india-news/politics/congress-rajya-sabha-mp-deepender-singh-hooda-tests-positive-for-covid.html,"['Congress', 'Singh Hooda']"
2020-09-06,Republic TV,19:17:08.302097,"[""Union Min Prahlad Joshi Pins Blame Of LAC Situation On Congress  Rakes Up Nehru's Remarks""]","[""Pinning the current situation at the Line of Actual Control ( LAC ) with China as a 'failure ' of Congress , Union Minister Pralhad Joshi remarked that the neighboring country came 'closer ' to India after it occupied Tibet ."", 'Joshi highlighted that the Congress regime could have opposed the occupation of Tibet by China , but they failed .', '`` Nehru statement about Ladakh was ‘ Why should we worry about the land where not even a grass can grow ’ .']",https://www.republicworld.com/india-news/politics/union-min-prahlad-joshi-pins-blame-of-lac-situation-on-congress-rakes.html,"['Union Min Prahlad Joshi Pins Blame Of LAC Situation On', 'Congress', 'Nehru']"
2020-09-06,Republic TV,19:17:08.517437,['Declare Gojri And Pahari As Official J&K Languages: JKAP Leader'],"['On September 2 , the Union Cabinet approved a bill under which Kashmiri , Dogri and Hindi , apart from the existing Urdu and English , will be the official languages in the union territory of Jammu and Kashmir .', '`` Like Kashmiri , Dogri and Urdu are popular languages in Jammu and Kashmir , Gojri and Pahari are equally important and spoken by the majority of the people across the Union Territory , ” Khan , a former legislator , said in a statement here .', '`` There is a strong resentment in Pir Panjal ( Poonch and Rajouri districts ) , other districts of Jammu division , and parts of Kashmir division where nomads live .']",https://www.republicworld.com/india-news/politics/declare-gojri-and-pahari-as-official-j-and-k-languages-jkap-leader.html,"['Declare Gojri', 'Pahari']"
2020-09-06,Republic TV,19:17:08.745251,['Congress Takes High Moral Ground On Question Hour Ahead Of Monsoon Session Of Parliament'],"['Congress Rajya Sabha MP Jairam Ramesh on Sunday sought to take a moral high ground on the row over the scrapping of Question Hour in the Monsoon session of Parliament .', 'Ramesh recalled that he would look forward to Question Hour during his tenure as a Union Minister .', 'In a further dig at BJP , he claimed that the then opposition party did not allow Parliament to function .']",https://www.republicworld.com/india-news/politics/congress-takes-high-moral-ground-on-question-hour-ahead-of-monsoon-ses.html,['Congress']
2020-09-06,Republic TV,19:17:08.921417,['Sitharaman Blaming Gods For Failure Of Economy: Raut'],"[""In his weekly column Rokhthok in the Sena mouthpiece Saamana , Raut also said Prime Minister Narendra Modi speaks on all issues , but refuses to touch the issue of `` failing economy '' and related issues ."", ""Sitharaman last month said the economy has been hit by the COVID-19 pandemic , which is an `` Act of God '' , and it will see a contraction in the current fiscal ."", ""`` If gods are pronounced culprits , in which court should the trial be conducted ? ''""]",https://www.republicworld.com/india-news/politics/sitharaman-blaming-gods-for-failure-of-economy-raut.html,[]
2020-09-06,IndiaToday,19:17:09.430736,['Rhea Chakraborty admits to NCB she was procuring drugs for Sushant through brother Showik: Sources'],"['On the day she was called by the Narcotics Control Bureau ( NCB ) which is probing the drug angle in the Sushant Singh Rajput death case , actress Rhea Chakraborty admitted to the agency during questioning that she was procuring drugs for the deceased actor through her brother Showik Chakraborty , another accused in the case .', 'Sources said Rhea Chakraborty told NCB officials that she knew about Samuel Miranda who went to buy drugs from Zaid on March 17 .', 'According to her confession , Rhea not only knew about the deal but she was also coordinating with the drug peddler Zaid along with her brother Showik Chakraborty .']",https://www.indiatoday.in/movies/story/rhea-chakraborty-ncb-questioning-drugs-sushant-singh-rajput-showik-1719174-2020-09-06,"['Rhea Chakraborty', 'NCB', 'Sushant', 'Showik']"
2020-09-06,IndiaToday,19:17:09.641748,['Rhea Chakraborty admits to NCB she was procuring drugs for Sushant through brother Showik: Sources'],"['On the day she was called by the Narcotics Control Bureau ( NCB ) which is probing the drug angle in the Sushant Singh Rajput death case , actress Rhea Chakraborty admitted to the agency during questioning that she was procuring drugs for the deceased actor through her brother Showik Chakraborty , another accused in the case .', 'Sources said Rhea Chakraborty told NCB officials that she knew about Samuel Miranda who went to buy drugs from Zaid on March 17 .', 'According to her confession , Rhea not only knew about the deal but she was also coordinating with the drug peddler Zaid along with her brother Showik Chakraborty .']",https://www.indiatoday.in/movies/story/rhea-chakraborty-ncb-questioning-drugs-sushant-singh-rajput-showik-1719174-2020-09-06,"['Rhea Chakraborty', 'NCB', 'Sushant', 'Showik']"
2020-09-06,IndiaToday,19:17:09.991525,"['China-India standoff risks unintentional war, warn experts']","['As a monthslong military standoff between India and China along their disputed mountain border protracts , experts warn that the nuclear-armed countries — which already have engaged in their bloodiest clash in decades — could unintentionally slide into war .', 'For 45 years , a series of agreements , written and unwritten , maintained an uneasy truce along the border on the eastern edge of the Himalayan region of Kashmir .', 'But moves and clashes over the past few months have made the situation unpredictable , raising the risk that a miscalculation from either side could have serious consequences that resonate beyond the cold-desert region .']",https://www.indiatoday.in/india/story/china-india-standoff-risks-unintentional-war-warn-experts-1719169-2020-09-06,"['China', 'India']"
2020-09-06,IndiaToday,19:17:10.410063,['IPL 2020 Schedule released: Mumbai Indians to host Chennai Super Kings in opener on September 19'],"['The Board of Control for Cricket in India ( BCCI ) has released the full schedule for IPL 2020 on Sunday with Mumbai Indians and Chennai Super Kings scheduled to kick-start the tournament on September 19 at Sheikh Zayed Stadium , Abu Dhabi .', 'Day 2 of the cash-rich league will see , Delhi Capitals ( DC ) and Kings XI Punjab ( KXIP ) clash against each other at Dubai International Cricket Stadium , while Virat Kohli-led Royal Challengers Banaglore ( RCB ) will face off against Sunrisers Hydearabad ( SRH ) on September 21 .', 'The tournament which has been shifted to UAE because of coronavirus pandemic will see as many as 10 double-headers .']",https://www.indiatoday.in/sports/cricket/story/ipl-2020-full-schedule-announced-mumbai-indians-vs-chennai-super-kings-september-19-abu-dhabi-1719149-2020-09-06,"['IPL', 'Schedule', 'Mumbai Indians', 'Chennai Super Kings']"
2020-09-06,IndiaToday,19:17:10.666125,['‘Still England’s leading wicket-taker in T20s’: Stuart Broad slaps Instagram critic with fitting reply'],"['Most fans on social media think it ’ s easy igniting cricketers with their words but once again , this time Stuart Broad , a player has owned a random troll on Instagram .', 'After England ’ s thrilling victory 2-run in the T20I against Australia , in Southampton , skipper Eoin Morgan was all praises for death-bowling specialist Chris Jordan .', 'The seasoned England limited-overs pacer has bagged 61 T20I wickets in 51 matches so far and is only second to Stuart Broad .']",https://www.indiatoday.in/sports/cricket/story/-still-england-s-leading-wicket-taker-in-t20s-stuart-broad-slaps-instagram-critic-with-fitting-reply-1719182-2020-09-06,"['England', 'T20s', 'Stuart Broad', 'Instagram']"
2020-09-06,IndiaToday,19:17:10.847241,['‘Still England’s leading wicket-taker in T20s’: Stuart Broad slaps Instagram critic with fitting reply'],['‘Still England’s leading wicket-taker in T20s’: Stuart Broad slaps Instagram critic with fitting reply'],https://www.indiatoday.in/tribute-to-pubg-mobile,"['England', 'T20s', 'Stuart Broad', 'Instagram']"
2020-09-06,IndiaToday,19:17:11.096049,"[""Former MLA beaten to death in UP's Lakhimpur Kheri over land dispute""]","['Former MLA Nirvendra Kumar Mishra was allegedly beaten to death over a land dispute on Sunday .', ""The incident took place in Uttar Pradesh 's Lakhimpur Kheri ."", 'Nirvendra Kumar Mishra was a three-time MLA from Palia .']",https://www.indiatoday.in/india/story/former-mla-nirvendra-kumar-mishra-death-up-lakhimpur-kheri-1719147-2020-09-06,"['UP', 'Lakhimpur Kheri']"
2020-09-06,IndiaToday,19:17:11.302540,['Private hospital reports first case of coronavirus reinfection in Bengaluru'],"['According to a statement released by Fortis Hospital , a 27-year-old woman who had recovered from Covid-19 in July , has tested positive again .', 'The hospital said that woman has no history of comorbidities and was tested coronavirus positive in the month of July after she developed mild symptoms of fever and cough .', 'She had recovered well and was discharged successfully after being tested negative for Covid-19 .']",https://www.indiatoday.in/india/story/private-hospital-reports-first-case-of-coronavirus-reinfection-in-bengaluru-1719116-2020-09-06,['Bengaluru']
2020-09-06,IndiaToday,19:17:11.511293,['Kerala: Ambulance driver rapes 19-year-old coronavirus patient on way to hospital'],"[""An ambulance driver has been arrested for allegedly raping a 19-year-old coronavirus patient in Kerala 's Pathanamthitta district ."", 'The incident took place on Saturday night when two Covid-19 patients , an elderly woman and a 19-year-old woman , were being taken to two different hospitals by a 108 ambulance driver .', 'The accused , identified as 25-year-old Noufal , first dropped the elderly woman at a hospital .']",https://www.indiatoday.in/india/story/kerala-ambulance-driver-arrested-for-raping-19-year-old-coronavirus-patient-1719121-2020-09-06,[]
2020-09-06,IndiaToday,19:17:12.112759,"['Rhea Chakraborty leaves NCB office, summoned for questioning again tomorrow: LIVE']","['The interrogation of Rhea Chakraborty , who has been named in the FIR in the death case of Sushant Singh Rajput , by the Narcotics Control Bureau ( NCB ) has concluded for the day .', 'Rhea Chakraborty was being questioned at the NCB headquarters in Mumbai .', 'According to sources , during the questioning , Rhea Chakraborty confessed she was coordinating with her brother Showik to arrange drugs for Sushant Singh Rajput .']",https://www.indiatoday.in/movies/celebrities/story/sushant-singh-rajput-death-ncb-team-reaches-rhea-chakraborty-s-home-to-serve-her-summon-1719046-2020-09-06,"['Rhea Chakraborty', 'NCB']"
